"(PDH-CSV 4.0) (Hora verano Sudamérica Pacífico)(180)","\\OMEN2025\Disco lógico(_Total)\% de tiempo de disco","\\OMEN2025\Disco lógico(_Total)\Escrituras en disco/s","\\OMEN2025\Disco lógico(_Total)\Lecturas de disco/s","\\OMEN2025\Disco lógico(_Total)\Promedio de segundos de disco/escritura","\\OMEN2025\Disco lógico(_Total)\Promedio de segundos de disco/lectura","\\OMEN2025\Interfaz de red(Realtek USB GbE Family Controller)\Paquetes de salida con errores","\\OMEN2025\Interfaz de red(Realtek Gaming GbE Family Controller)\Paquetes de salida con errores","\\OMEN2025\Interfaz de red(Intel[R] Wi-Fi 6 AX201 160MHz)\Paquetes de salida con errores","\\OMEN2025\Interfaz de red(Realtek USB GbE Family Controller)\Paquetes recibidos con errores","\\OMEN2025\Interfaz de red(Realtek Gaming GbE Family Controller)\Paquetes recibidos con errores","\\OMEN2025\Interfaz de red(Intel[R] Wi-Fi 6 AX201 160MHz)\Paquetes recibidos con errores","\\OMEN2025\Interfaz de red(Realtek USB GbE Family Controller)\Total de bytes/s","\\OMEN2025\Interfaz de red(Realtek Gaming GbE Family Controller)\Total de bytes/s","\\OMEN2025\Interfaz de red(Intel[R] Wi-Fi 6 AX201 160MHz)\Total de bytes/s","\\OMEN2025\Memoria\Mbytes disponibles","\\OMEN2025\Memoria\Páginas/s","\\OMEN2025\Procesador(_Total)\% de tiempo de procesador","\\OMEN2025\Sistema\Longitud de la cola del procesador"
"12/14/2025 22:50:07.197"," "," "," "," "," ","0","0","0","0","0","0"," "," "," ","14139"," "," ","0"
"12/14/2025 22:50:12.201","0.10738460971432767233","5.008667298413211455","0","0.00064471600000000003905","0","0","0","0","0","0","0","0","0","5907.6229051324153261","14140","0","5.7232263320830423226","0"
"12/14/2025 22:50:17.191","0.11208611252685085624","12.423157759917106802","0","0.00027067419354838710612","0","0","0","0","0","0","0","0","0","5291.8644587001735999","14151","0","4.1188515540574455187","0"
"12/14/2025 22:50:22.202","0.16755083023398986697","2.394622492054492735","0","0.0020990750000000001595","0","0","0","0","0","0","0","0","0","10008.923361164766902","14146","0","8.3302613785368624377","0"
"12/14/2025 22:50:27.194","0.10304837208636949408","2.8050140748593741513","0.40071629640848199783","0.0010826499999999998885","0.000136250000000000005","0","0","0","0","0","0","0","0","5404.0599733647877656","14150","6.4114607425357119652","8.7038427413559826817","0"
"12/14/2025 22:50:32.201","0.12199367035525852943","1.7971819468201080117","0","0.0020363999999999998422","0","0","0","0","0","0","0","0","0","5742.1960069732249394","14153","0","7.605086847703690367","0"
"12/14/2025 22:50:37.186","0.33466406452857405673","9.6288488013166482204","0.20060101669409682867","0.0010273562499999999709","0.00073620000000000000544","0","0","0","0","0","0","0","0","17953.18919107158581","14096","3.6108183004937433047","14.039489601343923653","0"
"12/14/2025 22:50:42.197","0.86933018383156901443","64.663452773316706157","0","0.0004033179012345679184","0","0","0","0","0","0","0","0","0","14134.35305203414282","14099","0.19957855794233550495","12.333769670889560999","0"
"12/14/2025 22:50:47.208","0.19811197487758303026","1.5966473280077029262","0.19958091600096286578","0.00055409999999999997016","0.025347200000000000286","0","0","0","0","0","0","0","0","8693.9442819179439539","14049","0","9.8006093361221129356","0"
"12/14/2025 22:50:52.204","0.30670306048205564498","12.60836237025845108","0","0.00072973650793650788465","0","0","0","0","0","0","0","0","0","11276.278879203844554","14044","0","18.107172690724794961","0"
"12/14/2025 22:50:57.206","0.12910460648107002779","3.1990092028696874848","0.1999380751793554678","0.0009584250000000000538","0.00403699999999999979","0","0","0","0","0","0","0","0","11911.310828810101157","14026","0","19.830391979723462015","0"
"12/14/2025 22:51:02.199","0.15170183226483646699","2.8039587972675099614","0.20028277123339358057","0.001361385714285714239","0.0036635000000000000897","0","0","0","0","0","0","0","0","18925.119619385826809","14023","3.4048071109676909529","13.157695980379124023","0"
